,Article,Sentence,Sentence Position,Sentence Length,Numeric Data,Thematic Words,Entropy,POS tags,TF-ISF,Aggregate Score,Busy Path,Title,Label
1588,A96,S20,0.59,0.63,0.0,0.2,0.18,0.15,0.14,0.81,0.8,0.0,1.0
1589,A96,S21,0.57,0.96,0.0,0.62,0.57,0.6,0.54,0.88,0.69,0.25,1.0
1590,A96,S22,0.55,0.94,0.3333333333333333,0.55,0.56,0.42,0.44,0.9,0.65,0.12,1.0
1591,A96,S23,0.53,0.76,0.0,0.38,0.3,0.23,0.25,0.94,0.49,0.12,1.0
1592,A96,S24,0.51,0.69,0.0,0.12,0.14,0.23,0.26,0.94,0.55,0.0,0.0
1593,A96,S25,0.48,0.54,0.0,1.0,0.95,1.0,1.0,0.7,0.94,0.38,1.0
1594,A96,S26,0.46,0.7,0.0,0.28,0.29,0.2,0.19,0.9,0.67,0.0,0.0
1595,A96,S27,0.44,0.8,0.0,0.85,0.85,0.83,0.74,0.77,0.84,0.62,1.0
1596,A96,S28,0.42,0.93,0.0,0.5,0.37,0.41,0.48,0.93,0.47,0.12,1.0
1597,A96,S29,0.4,0.89,0.0,0.53,0.47,0.34,0.39,0.95,0.45,0.0,0.0
1598,A96,S30,0.38,0.78,0.0,0.35,0.26,0.28,0.37,0.97,0.41,0.0,0.0
1599,A96,S31,0.36,0.65,0.0,0.17,0.18,0.18,0.19,0.87,0.72,0.12,0.0
1600,A96,S32,0.34,0.91,1.0,0.6,0.53,0.49,0.78,0.87,0.72,0.25,1.0
1601,A96,S33,0.32,0.83,0.0,0.35,0.36,0.37,0.41,0.91,0.62,0.0,0.0
1602,A96,S34,0.3,0.94,0.3333333333333333,0.65,0.5,0.46,0.58,0.83,0.75,0.25,1.0
1603,A96,S35,0.28,0.7,0.0,0.33,0.29,0.2,0.21,0.98,0.46,0.0,1.0
1604,A96,S36,0.26,0.98,0.0,0.53,0.57,0.47,0.56,0.86,0.71,0.38,0.0
1605,A96,S37,0.24,0.8,0.0,0.35,0.32,0.31,0.27,0.96,0.45,0.75,1.0
1606,A96,S38,0.22,0.8,0.0,0.82,0.74,0.7,0.76,0.77,0.9,0.38,1.0
1607,A96,S39,0.2,0.76,0.3333333333333333,0.3,0.3,0.28,0.29,0.96,0.48,0.0,0.0
1608,A96,S40,0.18,0.8,0.0,0.38,0.28,0.32,0.33,0.96,0.47,0.12,0.0
1609,A96,S41,0.15,0.91,0.0,0.55,0.57,0.46,0.34,0.92,0.58,0.38,1.0
1610,A96,S42,0.13,0.96,0.3333333333333333,0.62,0.59,0.42,0.48,0.93,0.52,0.62,1.0
1611,A96,S43,0.11,0.76,0.0,0.33,0.34,0.26,0.28,0.97,0.44,0.12,0.0
1612,A96,S44,0.09,0.81,0.0,0.42,0.41,0.25,0.3,1.0,0.31,0.12,0.0
1613,A96,S45,0.07,0.93,0.0,0.6,0.66,0.38,0.38,0.93,0.55,0.0,0.0
1614,A96,S46,0.05,0.67,0.0,0.25,0.24,0.21,0.16,0.88,0.69,0.25,1.0
1615,A96,S47,0.03,0.89,0.0,0.42,0.43,0.37,0.39,0.93,0.56,0.12,0.0
1616,A96,S48,0.01,0.74,0.0,0.85,0.89,0.74,0.79,0.75,0.84,0.12,1.0
1617,A96,S49,0.01,0.74,0.0,0.33,0.32,0.32,0.24,0.95,0.52,0.12,1.0
1618,A96,S50,0.03,0.67,0.0,0.2,0.24,0.23,0.18,0.89,0.69,0.0,0.0
1619,A96,S51,0.05,0.61,0.0,0.15,0.12,0.15,0.14,0.77,0.86,0.0,0.0
1620,A96,S52,0.07,0.83,0.3333333333333333,0.7,0.64,0.76,0.66,0.81,0.85,0.38,1.0
1621,A96,S53,0.09,0.72,0.3333333333333333,0.28,0.27,0.26,0.22,0.89,0.7,0.12,0.0
1622,A96,S54,0.11,0.78,0.0,0.38,0.4,0.24,0.39,0.91,0.6,0.0,0.0
1623,A96,S55,0.13,0.69,0.0,0.25,0.18,0.25,0.22,0.91,0.65,0.38,0.0
1624,A96,S56,0.15,0.94,0.3333333333333333,0.47,0.55,0.53,0.42,0.84,0.76,0.12,1.0
1625,A96,S57,0.18,0.81,0.6666666666666666,0.33,0.28,0.26,0.35,0.96,0.45,0.25,0.0
1626,A96,S58,0.2,0.81,0.0,0.42,0.43,0.32,0.3,0.97,0.42,0.38,0.0
1627,A96,S59,0.22,0.83,0.0,0.45,0.46,0.28,0.34,1.0,0.41,0.0,0.0
1628,A96,S60,0.24,0.89,0.0,0.55,0.55,0.25,0.51,0.84,0.73,0.0,0.0
1629,A96,S61,0.26,0.78,0.3333333333333333,0.25,0.23,0.3,0.33,1.0,0.37,0.12,0.0
1630,A96,S62,0.28,0.83,0.0,0.47,0.36,0.32,0.33,0.93,0.53,0.12,0.0
1631,A96,S63,0.3,0.76,0.0,0.35,0.33,0.24,0.29,0.98,0.45,0.0,0.0
1632,A96,S64,0.32,1.0,0.0,0.57,0.58,0.59,0.48,0.88,0.55,0.5,1.0
1633,A96,S65,0.34,0.7,0.0,0.28,0.24,0.21,0.2,0.88,0.72,0.25,0.0
1634,A96,S66,0.36,0.59,0.3333333333333333,0.12,0.13,0.09,0.09,0.67,0.97,0.12,0.0
1635,A96,S67,0.38,0.63,0.0,0.15,0.17,0.1,0.16,0.85,0.72,0.0,0.0
1636,A96,S68,0.4,0.63,0.0,0.1,0.14,0.18,0.18,0.84,0.76,0.12,0.0
1637,A96,S69,0.42,0.89,0.0,0.5,0.57,0.43,0.31,0.9,0.62,0.5,1.0
1638,A96,S70,0.44,0.91,0.0,0.45,0.35,0.44,0.49,0.95,0.52,0.12,1.0
1639,A96,S71,0.46,0.65,0.0,0.23,0.23,0.21,0.15,0.85,0.73,0.25,0.0
1640,A96,S72,0.48,0.72,0.0,0.17,0.17,0.21,0.35,0.96,0.46,0.0,0.0
1641,A96,S73,0.51,0.72,0.0,0.25,0.25,0.33,0.26,0.97,0.51,0.0,0.0
1642,A96,S74,0.53,0.69,0.0,0.2,0.2,0.21,0.23,0.93,0.55,0.0,0.0
1643,A96,S75,0.55,0.67,0.0,0.2,0.19,0.17,0.21,0.9,0.63,0.0,0.0
1644,A96,S76,0.57,0.8,0.0,0.38,0.38,0.33,0.29,0.97,0.4,0.0,1.0
1645,A96,S77,0.59,0.76,0.0,0.35,0.38,0.28,0.23,0.95,0.54,0.0,0.0
1646,A96,S78,0.61,0.91,0.0,0.53,0.55,0.37,0.5,0.88,0.62,0.0,0.0
1647,A96,S79,0.63,0.91,0.0,0.5,0.39,0.37,0.49,0.92,0.54,0.25,1.0
1648,A96,S80,0.65,0.78,0.0,0.3,0.32,0.32,0.32,0.95,0.54,0.12,1.0
1649,A96,S81,0.67,0.69,0.0,0.3,0.31,0.22,0.15,0.88,0.68,0.38,0.0
1650,A96,S82,0.69,0.72,0.0,0.3,0.23,0.21,0.26,0.95,0.48,0.25,0.0
1651,A96,S83,0.71,0.89,0.6666666666666666,0.5,0.49,0.39,0.38,0.95,0.49,0.0,0.0
1652,A96,S84,0.73,0.59,0.0,0.15,0.14,0.1,0.11,0.75,0.85,0.0,1.0
1653,A96,S85,0.75,0.54,0.0,0.07,0.07,0.04,0.08,0.61,1.0,0.0,0.0
1654,A96,S86,0.77,0.91,1.0,0.57,0.58,0.34,0.39,0.95,0.46,0.12,0.0
1655,A96,S87,0.79,0.57,0.3333333333333333,0.12,0.14,0.07,0.09,0.66,0.97,0.0,0.0
1656,A96,S88,0.81,0.63,0.0,0.2,0.21,0.14,0.13,0.81,0.85,0.0,0.0
1657,A96,S89,0.84,0.94,0.3333333333333333,0.53,0.4,0.46,0.48,0.89,0.56,0.25,0.0
1658,A96,S90,0.86,0.74,0.0,0.35,0.38,0.21,0.23,0.97,0.51,0.0,0.0
1659,A96,S91,0.88,0.56,0.0,0.1,0.08,0.05,0.09,0.63,0.97,0.0,0.0
1660,A96,S92,0.9,0.83,0.0,0.45,0.37,0.3,0.33,0.96,0.42,0.12,0.0
1661,A96,S93,0.92,0.91,0.3333333333333333,0.57,0.54,0.36,0.4,0.96,0.46,0.12,0.0
1662,A96,S94,0.94,0.81,0.0,0.45,0.45,0.33,0.28,0.96,0.49,0.5,1.0
1663,A96,S95,0.96,0.81,0.3333333333333333,0.45,0.37,0.3,0.29,0.98,0.44,0.25,0.0
1664,A96,S96,0.98,0.67,0.0,0.2,0.22,0.17,0.18,0.85,0.75,0.0,0.0
1665,A96,S97,1.0,0.56,0.0,0.1,0.09,0.06,0.1,0.64,0.97,0.0,0.0
1666,A97,S1,0.89,0.94,0.0,0.59,0.68,0.72,0.67,0.99,0.36,0.4,0.0
1667,A97,S2,0.79,0.84,0.0,0.44,0.45,0.48,0.4,0.92,0.57,1.0,0.0
1668,A97,S3,0.68,0.78,0.0,0.3,0.36,0.36,0.44,0.97,0.29,0.2,0.0
1669,A97,S4,0.58,0.69,0.0,0.26,0.23,0.33,0.29,0.86,1.0,0.4,0.0
1670,A97,S5,0.47,0.97,0.0,0.56,0.59,0.52,0.6,0.98,0.43,0.2,0.0
1671,A97,S6,0.37,0.81,0.0,0.41,0.42,0.31,0.48,0.82,1.0,0.2,0.0
1672,A97,S7,0.26,0.66,0.0,0.85,0.93,0.91,0.95,0.89,0.64,0.4,1.0
1673,A97,S8,0.16,0.62,0.0,0.96,1.0,0.88,1.0,0.85,0.93,0.2,1.0
1674,A97,S9,0.05,0.62,0.0,0.26,0.19,0.26,0.24,0.75,0.93,0.6,0.0
1675,A97,S10,0.05,0.66,0.0,1.0,0.94,0.9,0.9,0.88,0.71,0.6,1.0
1676,A97,S11,0.16,0.75,0.0,0.56,0.75,0.78,0.96,0.98,0.5,0.8,1.0
1677,A97,S12,0.26,0.69,0.0,0.33,0.33,0.28,0.26,0.89,0.79,0.4,0.0
1678,A97,S13,0.37,0.72,0.0,0.33,0.36,0.36,0.36,0.94,0.64,0.2,0.0
1679,A97,S14,0.47,0.97,0.0,0.7,0.67,0.48,0.69,0.97,0.57,0.4,0.0
1680,A97,S15,0.58,0.94,0.0,0.33,0.51,0.52,0.61,1.0,0.29,0.6,0.0
1681,A97,S16,0.68,0.84,0.0,0.48,0.7,1.0,0.87,0.97,0.5,0.6,1.0
1682,A97,S17,0.79,0.69,0.0,0.3,0.29,0.26,0.25,0.88,0.86,0.4,0.0
1683,A97,S18,0.89,0.88,0.0,0.41,0.41,0.5,0.45,0.91,0.64,0.4,0.0
1684,A97,S19,1.0,0.75,0.0,0.7,0.78,0.9,0.86,0.97,0.5,0.6,1.0
1685,A98,S1,0.78,0.96,0.0,0.73,0.65,0.62,0.36,0.96,0.75,1.0,1.0
1686,A98,S2,0.56,0.63,0.0,0.27,0.23,0.2,0.1,0.89,0.88,0.0,0.0
1687,A98,S3,0.33,0.84,0.0,0.48,0.4,0.37,0.3,0.95,0.88,0.64,1.0
1688,A98,S4,0.11,0.94,0.0,0.48,0.5,0.51,0.36,0.97,0.75,0.5,1.0
1689,A98,S5,0.11,0.55,0.0,0.15,0.12,0.15,0.06,0.73,1.0,0.14,0.0
1690,A98,S6,0.33,0.67,0.0,0.21,0.25,0.21,0.15,0.93,0.88,0.0,0.0
1691,A98,S7,0.56,0.55,0.0,1.0,1.0,1.0,1.0,0.74,1.0,0.64,1.0
1692,A98,S8,0.78,0.8,0.0,0.42,0.36,0.34,0.27,0.87,1.0,0.29,0.0
1693,A98,S9,1.0,0.96,1.0,0.45,0.52,0.49,0.36,1.0,0.62,0.43,1.0
1694,A99,S1,0.89,0.52,0.0,0.0,0.02,0.04,0.05,0.46,1.0,0.0,0.0
1695,A99,S2,0.78,0.7,0.0,0.67,0.69,0.96,0.76,0.9,0.71,0.85,1.0
1696,A99,S3,0.67,0.98,1.0,0.52,0.43,0.47,0.55,0.98,0.65,0.54,1.0
1697,A99,S4,0.56,0.78,0.0,0.19,0.23,0.29,0.27,0.94,0.88,0.31,0.0
1698,A99,S5,0.44,0.91,0.0,0.44,0.41,0.4,0.32,0.97,0.76,0.46,1.0
1699,A99,S6,0.33,0.78,0.0,0.29,0.25,0.29,0.21,0.92,0.76,0.38,0.0
1700,A99,S7,0.22,0.85,0.25,0.54,0.58,0.71,0.6,0.83,0.82,0.46,1.0
1701,A99,S8,0.11,0.81,0.75,0.62,0.65,0.75,0.56,0.91,0.82,1.0,1.0
1702,A99,S9,0.0,0.81,0.5,0.6,0.66,0.74,0.57,1.0,0.65,0.46,1.0
1703,A99,S10,0.11,0.93,0.0,0.58,0.59,0.62,0.44,0.8,0.94,0.46,1.0
1704,A99,S11,0.22,0.81,0.0,0.31,0.33,0.34,0.21,0.94,0.76,0.31,1.0
1705,A99,S12,0.33,0.78,0.0,0.25,0.26,0.34,0.21,0.91,0.82,0.38,1.0
1706,A99,S13,0.44,0.83,0.0,0.29,0.3,0.46,0.27,0.99,0.65,0.15,1.0
1707,A99,S14,0.56,0.67,0.25,0.17,0.15,0.2,0.14,0.77,0.94,0.15,1.0
1708,A99,S15,0.67,0.72,0.0,0.81,0.76,0.86,0.64,0.96,0.71,0.69,1.0
1709,A99,S16,0.78,0.8,0.0,0.29,0.3,0.35,0.2,0.96,0.71,0.08,1.0
1710,A99,S17,0.89,0.52,0.0,1.0,1.0,1.0,1.0,0.74,0.94,0.92,1.0
1711,A99,S18,1.0,0.89,0.25,0.4,0.42,0.36,0.28,1.0,0.71,0.38,0.0
1712,A100,S1,0.83,0.88,0.0,0.27,0.45,0.53,0.46,0.99,0.67,0.2,0.0
1713,A100,S2,0.67,0.82,0.0,0.38,0.45,0.47,0.34,1.0,0.67,0.7,0.0
1714,A100,S3,0.5,0.73,0.0,0.22,0.32,0.38,0.32,0.91,0.78,0.1,0.0
1715,A100,S4,0.33,0.95,0.0,0.54,0.63,0.82,0.62,0.96,0.56,0.4,1.0
1716,A100,S5,0.17,0.88,0.0,0.51,0.65,0.9,0.79,0.94,0.56,0.3,1.0
1717,A100,S6,0.0,0.59,0.0,1.0,1.0,1.0,1.0,0.86,0.78,1.0,0.0
1718,A100,S7,0.17,0.93,1.0,0.59,0.49,0.44,0.43,0.99,0.67,0.8,0.0
1719,A100,S8,0.33,0.69,0.0,0.35,0.26,0.29,0.2,0.89,0.78,0.1,0.0
1720,A100,S9,0.5,0.71,1.0,0.86,0.84,0.74,0.94,0.87,0.78,0.5,0.0
1721,A100,S10,0.67,0.59,0.0,0.14,0.14,0.14,0.13,0.73,1.0,0.2,0.0
1722,A100,S11,0.83,0.69,0.0,0.35,0.29,0.37,0.19,0.88,0.78,0.2,0.0
1723,A100,S12,1.0,0.9,1.0,0.73,0.67,0.68,0.63,0.91,0.67,0.7,0.0
